label,x,y,plot_type,plot_num
WILDCAT,0.0,393736.1549480081,path,0
WILDCAT,1.0,393736.1549480081,path,0
WILDCAT,1.1686012961754417,393736.1549480081,path,0
WILDCAT,1.365628989422925,393736.1549480081,path,0
WILDCAT,1.5958758071343886,393736.1549480081,path,0
WILDCAT,1.8649425367522756,393736.1549480081,path,0
WILDCAT,2.17937426574143,393736.1549480081,path,0
WILDCAT,2.546819591796836,393736.1549480081,path,0
WILDCAT,2.976216676098792,393736.1549480081,path,0
WILDCAT,3.478010665388013,393736.1549480081,path,0
WILDCAT,4.064407771684446,393736.1549480081,path,0
WILDCAT,4.749672190175987,265837.82796811877,path,0
WILDCAT,5.550473077848108,265837.82796811877,path,0
WILDCAT,6.486290033160199,265837.82796811877,path,0
WILDCAT,7.579886940120865,265837.82796811877,path,0
WILDCAT,8.857865703088546,265837.82796811877,path,0
WILDCAT,10.351313341977276,265837.82796811877,path,0
WILDCAT,12.096558188552802,265837.82796811877,path,0
WILDCAT,14.136053578404457,265837.82796811877,path,0
WILDCAT,16.519410534528937,265837.82796811877,path,0
WILDCAT,19.304604562704803,183166.75573022082,path,0
WILDCAT,22.559385914131177,183166.75573022082,path,0
WILDCAT,26.362927620175693,183166.75573022082,path,0
WILDCAT,30.807751387916703,183166.75573022082,path,0
WILDCAT,36.00197820417026,183166.75573022082,path,0
WILDCAT,42.071958394273366,183166.75573022082,path,0
WILDCAT,49.16534511218716,183166.75573022082,path,0
WILDCAT,57.454686025014894,183166.75573022082,path,0
WILDCAT,67.14162056018544,183166.75573022082,path,0
WILDCAT,78.46178481395239,183166.75573022082,path,0
WILDCAT,91.69054343382345,122322.41390050478,path,0
WILDCAT,107.14968790379683,122322.41390050478,path,0
WILDCAT,125.21526416917104,122322.41390050478,path,0
WILDCAT,146.32672000904375,86877.17776502359,path,0
WILDCAT,170.99759466766966,86877.17776502359,path,0
WILDCAT,199.82801077152155,86877.17776502359,path,0
WILDCAT,233.51927239976047,53717.87864622979,path,0
WILDCAT,272.8909244083061,53717.87864622979,path,0
WILDCAT,318.90068797806134,53717.87864622979,path,0
WILDCAT,372.66775732240296,53717.87864622979,path,0
WILDCAT,435.5000242497551,24424.799294888166,path,0
WILDCAT,508.92589282270063,24424.799294888166,path,0
WILDCAT,594.7314580098518,24424.799294888166,path,0
WILDCAT,695.003952706624,6404.852064351423,path,0
WILDCAT,812.1825199800169,6404.852064351423,path,0
WILDCAT,949.1175455796844,6404.852064351423,path,0
WILDCAT,1109.1399939872742,6404.852064351423,path,0
WILDCAT,1296.1424346135502,1389.123558882331,path,0
WILDCAT,1514.673729117389,1389.123558882331,path,0
WILDCAT,1770.0496831294708,1389.123558882331,path,0
WILDCAT,2068.4823540000316,1389.123558882331,path,0
WILDCAT,2417.231160000468,35556.956260796724,path,0
WILDCAT,2824.7794667322137,35556.956260796724,path,0
WILDCAT,3301.0409462330413,35556.956260796724,path,0
WILDCAT,3857.6007284961383,35556.956260796724,path,0
WILDCAT,4507.997211447921,35556.956260796724,path,0
WILDCAT,5268.051384453322,35556.956260796724,path,0
WILDCAT,6156.251676190982,35556.956260796724,path,0
WILDCAT,7194.203688379025,35556.956260796724,path,0
WILDCAT,8407.155755189873,35556.956260796724,path,0
WILDCAT,9824.613112663721,35556.956260796724,path,0
WILDCAT,11481.055617881075,35556.956260796724,path,0
WILDCAT,13416.776476518164,35556.956260796724,path,0
WILDCAT,15678.8623809553,35556.956260796724,path,0
WILDCAT,18322.338900940773,35556.956260796724,path,0
WILDCAT,21411.508988605106,35556.956260796724,path,0
WILDCAT,25021.517157156046,35556.956260796724,path,0
WILDCAT,29240.17738212867,35556.956260796724,path,0
WILDCAT,34170.1091891554,35556.956260796724,path,0
WILDCAT,39931.23388890337,71542.04778980215,path,0
WILDCAT,46663.6916804572,71542.04778980215,path,0
WILDCAT,54531.25058211358,71542.04778980215,path,0
WILDCAT,63725.29011232573,71542.04778980215,path,0
WILDCAT,74469.45662441991,71542.04778980215,path,0
WILDCAT,87025.10353677813,71542.04778980215,path,0
WILDCAT,101697.64879288094,71542.04778980215,path,0
WILDCAT,118844.0041973555,92149.91054928924,path,0
WILDCAT,138881.25734770956,92149.91054928924,path,0
WILDCAT,162296.81735100847,92149.91054928924,path,0
WILDCAT,189660.27112153743,92149.91054928924,path,0
WILDCAT,221637.23866561436,92149.91054928924,path,0
WILDCAT,259005.5643853832,92149.91054928924,path,0
WILDCAT,302674.23825741065,92149.91054928924,path,0
WILDCAT,353705.5071465245,92149.91054928924,path,0
WILDCAT,413340.71411582135,92149.91054928924,path,0
WILDCAT,483030.4942778316,92149.91054928924,path,0
WILDCAT,564470.0617053382,92149.91054928924,path,0
WILDCAT,659640.4457610912,92149.91054928924,path,0
WILDCAT,770856.6799261573,92149.91054928924,path,0
WILDCAT,900824.115327205,92149.91054928924,path,0
WILDCAT,1052704.2287974674,92149.91054928924,path,0
WILDCAT,1230191.5262620915,92149.91054928924,path,0
WILDCAT,1437603.4121339254,92149.91054928924,path,0
WILDCAT,1679985.2108059428,92149.91054928924,path,0
WILDCAT,1963232.8949034014,92149.91054928924,path,0
WILDCAT,2294236.50567838,92149.91054928924,path,0
WILDCAT,2681047.7542687706,92149.91054928924,path,0
WILDCAT,3133075.8807467427,92149.91054928924,path,0
WILDCAT,3661316.5352566643,92149.91054928924,path,0
WILDCAT,4278619.2488095155,92149.91054928924,path,0
WILDCAT,5000000.0,117320.99760364265,path,0
