#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:Mito_align_cleaned_outgroups" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:Mito_align_cleaned_outgroups" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:Mito_align_cleaned_outgroups" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.Mito_align_cleaned_outgroups" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <distribution id="BMT_PropInvariablePrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasInvariableSites.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_ProportionInvariable.s:Mito_align_cleaned_outgroups" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1</parameter>
#            <Beta id="Beta.1" name="distr">
#                <alpha id="Function$Constant.5" spec="beast.base.core.Function$Constant" value="1.0"/>
#                <beta id="Function$Constant.6" spec="beast.base.core.Function$Constant" value="4.0"/>
#            </Beta>
#        </distribution>
#        <distribution id="BMT_RatesPrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.NucleotideRevJumpSubstModelRatePrior">
#            <modelIndicator id="BMT_ModelIndicator.s:Mito_align_cleaned_outgroups" lower="0" spec="beast.base.inference.parameter.IntegerParameter" upper="5">5</modelIndicator>
#            <substModel id="RevJump.s:Mito_align_cleaned_outgroups" modelIndicator="@BMT_ModelIndicator.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.substitutionmodel.NucleotideRevJumpSubstModel">
#                <parameter dimension="6" id="BMT_Rates.s:Mito_align_cleaned_outgroups" lower="0.01" name="rates" spec="beast.base.inference.parameter.RealParameter" upper="100.0">1.0</parameter>
#                <frequencies empirical="false" id="BMTfreqs.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.substitutionmodel.ModelFrequencies">
#                    <hasEqualFreqs id="hasEqualFreqs.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.BooleanParameter">false</hasEqualFreqs>
#                    <parameter dimension="4" id="BMT_frequencies.s:Mito_align_cleaned_outgroups" name="frequencies" spec="beast.base.inference.parameter.RealParameter">0.25 0.25 0.25 0.25</parameter>
#                </frequencies>
#            </substModel>
#            <parameter idref="BMT_Rates.s:Mito_align_cleaned_outgroups" name="x"/>
#            <Exponential id="BMT_RatesPrior.s:Mito_align_cleaned_outgroupsx" name="distr"/>
#        </distribution>
#        <prior id="BMT_freqsPrior.s:Mito_align_cleaned_outgroups" name="distribution" x="@BMT_frequencies.s:Mito_align_cleaned_outgroups">
#            <distr id="Dirichlet.1" spec="beast.base.inference.distribution.Dirichlet">
#                <alpha id="Function$Constant.7" spec="beast.base.core.Function$Constant" value="1.0 1.0 1.0 1.0"/>
#            </distr>
#        </prior>
#        <distribution id="BMT_GammaShapePrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasGammaRates.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_gammaShape.s:Mito_align_cleaned_outgroups" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.3" name="distr">
#                <parameter estimate="false" id="RealParameter.7" lower="0.0" name="mean" spec="beast.base.inference.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:Mito_align_cleaned_outgroups" name="distribution" x="@birthRate.t:Mito_align_cleaned_outgroups">
#            <Uniform id="Uniform.6" name="distr" upper="100.0"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Mito_align_cleaned_outgroups" id="treeLikelihood.Mito_align_cleaned_outgroups" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Mito_align_cleaned_outgroups">
#            <siteModel gammaCategoryCount="4" hasGammaRates="@hasGammaRates.s:Mito_align_cleaned_outgroups" hasInvariantSites="@hasInvariableSites.s:Mito_align_cleaned_outgroups" id="BEASTModelTest.s:Mito_align_cleaned_outgroups" proportionInvariant="@BMT_ProportionInvariable.s:Mito_align_cleaned_outgroups" shape="@BMT_gammaShape.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.sitemodel.BEASTModelTestSiteModel" substModel="@RevJump.s:Mito_align_cleaned_outgroups">
#                <parameter id="BMT_mutationRate.s:Mito_align_cleaned_outgroups" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Mito_align_cleaned_outgroups" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Mito_align_cleaned_outgroups" lower="6.201923077E-10" name="clock.rate" spec="beast.base.inference.parameter.RealParameter" upper="9.182692308E-10">7.692307692E-10</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	rateAC	rateAG	rateAT	rateCG	rateCT	rateGT	substmodel	BMT_ModelIndicator	BMT_gammaShape	BMT_ProportionInvariable	hasGammaRates	hasInvariableSites	ActivePropInvariable	ActiveGammaShape	hasEqualFreqs	BMT_frequencies.1	BMT_frequencies.2	BMT_frequencies.3	BMT_frequencies.4	BMT_mutationRate	YuleModel	birthRate
13000000	-49957.73349293115	-47377.57813676639	-2580.155356164756	-47377.57813676639	2.168087117206749E8	1.0098782403539047E9	0.1557491796267312	3.8430756886207775	0.34072790435856465	0.1557491796267312	1.1639701434086227	0.34072790435856465	123143	15	0.9694215265979541	0.4713925597335043	1	1	0.4713925597335043	0.9694215265979541	0	0.2010016506248282	0.0591638615791068	0.18099960434205808	0.5588348834540092	1.0	-2571.298968205764	1.4725670331633646E-7
13500000	-49945.288256556036	-47377.14815638144	-2568.140100174601	-47377.14815638144	1.946441479305532E8	9.300627220904195E8	0.13500265384365723	3.8318613611530172	0.3593485600078918	0.13500265384365723	1.1794362111438785	0.3593485600078918	123143	15	0.8991889488706777	0.45211695634049487	1	1	0.45211695634049487	0.8991889488706777	0	0.1908945726012999	0.062035517080451824	0.1878274429319553	0.5592424673862952	1.0	-2559.460994777822	1.8449476774001202E-7
14000000	-49945.12939062245	-47374.14943812246	-2570.979952499993	-47374.14943812246	2.0080748490015826E8	9.5366033873793E8	0.13579671253559994	3.8522591237755224	0.351343094019371	0.13579671253559994	1.1734612631145258	0.351343094019371	123143	15	0.8509175523559939	0.4457648365525917	1	1	0.4457648365525917	0.8509175523559939	0	0.19788065595061952	0.058377733530554005	0.18626092894090684	0.5574806815779215	1.0	-2562.386783441665	1.6219510281833142E-7
14500000	-49950.27239459587	-47382.74867738352	-2567.523717212356	-47382.74867738352	1.9648158281724614E8	9.274544161895097E8	0.1357026995611092	3.7920805812438902	0.35640591659768284	0.1357026995611092	1.223702186438518	0.35640591659768284	123143	15	0.8177555207644289	0.4549021074918988	1	1	0.4549021074918988	0.8177555207644289	0	0.19695678541365394	0.06091531133481887	0.19076304284088424	0.5513648604106453	1.0	-2558.9081027576235	1.4955491932954197E-7
15000000	-49936.43755536153	-47363.8397404849	-2572.597814876633	-47363.8397404849	2.042084868737646E8	9.559130560149618E8	0.13665566889537265	3.959243168249436	0.3476891493041991	0.13665566889537265	1.0720671953514238	0.3476891493041991	123143	15	1.1869966377950083	0.507744543957897	1	1	0.507744543957897	1.1869966377950083	0	0.1984431623510501	0.06406455199535382	0.18600957711835167	0.5514827085352462	1.0	-2563.321012950082	1.7539438226653662E-7
15500000	-49929.088287449384	-47354.76092334453	-2574.32736410485	-47354.76092334453	2.110623863925646E8	9.683325198639394E8	0.13664461483900436	3.8953433941839886	0.35061084434400636	0.13664461483900436	1.1301456874499909	0.35061084434400636	123143	15	1.093212357011122	0.48158384217570277	1	1	0.48158384217570277	1.093212357011122	0	0.19539040440533118	0.05885902541620043	0.1859990349474341	0.559751535231036	1.0	-2565.2946465419436	1.458782594882274E-7
16000000	-49990.10939991748	-47410.839676951786	-2579.269722965692	-47410.839676951786	2.0926784592522928E8	9.86804946267527E8	0.15467721769810192	3.8555063648885075	0.34937148885610714	0.15467721769810192	1.1509612466258023	0.3348064642333798	123145	16	0.7694701486882082	0.41355754970753994	1	1	0.41355754970753994	0.7694701486882082	0	0.1986520718716669	0.05930263544904518	0.1825233578434395	0.55952193483585	1.0	-2570.583543213286	1.2753217126833958E-7
16500000	-49957.70421520415	-47385.20440433332	-2572.4998108708232	-47385.20440433332	2.0680115067819405E8	9.579502114856778E8	0.14945140709823443	3.8536918060516405	0.3506215713857233	0.14945140709823443	1.1461622369804463	0.3506215713857233	123143	15	0.8715293758038914	0.4494908161921924	1	1	0.4494908161921924	0.8715293758038914	0	0.19413735165119095	0.06113676160042241	0.18749084441600072	0.5572350423323881	1.0	-2563.863111928287	1.7756060461548326E-7
17000000	-49938.88843577752	-47370.70090860047	-2568.1875271770505	-47370.70090860047	1.979907164220882E8	9.359283425834067E8	0.11194523254088487	3.8093580188390606	0.37136578056596636	0.11194523254088487	1.2240199549472397	0.37136578056596636	123143	15	0.9008370484291708	0.45388681671271913	1	1	0.45388681671271913	0.9008370484291708	0	0.19727793755768097	0.06139099454514067	0.18303314374211335	0.5582979241550673	1.0	-2559.497563296617	1.6550877139168155E-7
17500000	-49952.206538040366	-47382.575894139314	-2569.6306439010546	-47382.575894139314	1.961849147216311E8	9.332809601971694E8	0.12053515770664529	3.8149461142465513	0.34783096687871284	0.12053515770664529	1.2483216365827372	0.34783096687871284	123143	15	1.268694427118521	0.49781971101414174	1	1	0.49781971101414174	1.268694427118521	0	0.19309545907823591	0.05792358053212846	0.18715598073012557	0.5618249796595133	1.0	-2560.3246387979307	1.8708084586618584E-7
18000000	-49939.86552401356	-47371.30212022112	-2568.5634037924447	-47371.30212022112	2.000590300100609E8	9.372037476569775E8	0.14333759994965206	3.695619659024322	0.34514124184002154	0.14333759994965206	1.3274226573963348	0.34514124184002154	123143	15	0.9076407779253721	0.4645294792843729	1	1	0.4645294792843729	0.9076407779253721	0	0.19444161156134915	0.05861235492702604	0.19131671536747297	0.5556293181441553	1.0	-2559.797200330155	1.5868695603193454E-7
18500000	-49944.32016434744	-47372.492773015314	-2571.8273913321223	-47372.492773015314	2.005599680843721E8	9.546455026565169E8	0.14496579860871492	3.7947144592575173	0.3686970001185912	0.14496579860871492	1.1779599432878727	0.3686970001185912	123143	15	1.2081562613906227	0.4937874637479205	1	1	0.4937874637479205	1.2081562613906227	0	0.19918747378434734	0.06075167666364817	0.18669638365468455	0.5533644658973235	1.0	-2562.595125817902	1.5720714967583083E-7
19000000	-49929.74040251026	-47357.365765600065	-2572.3746369101937	-47357.365765600065	2.037818213034236E8	9.600435352148545E8	0.12552465083226363	3.8626815716191283	0.3566824705821748	0.12552465083226363	1.172904185551996	0.3566824705821748	123143	15	0.9694910366532303	0.46945381321924595	1	1	0.46945381321924595	0.9694910366532303	0	0.1973614909747623	0.06158517827135244	0.1859237047474727	0.5551296260064159	1.0	-2563.533693217936	1.6685410243620407E-7
19500000	-49920.72580795162	-47352.06364641183	-2568.662161539787	-47352.06364641183	1.9704279700886032E8	9.340176209843684E8	0.1415955230268056	3.8576375306309316	0.34348276853638976	0.11078278390126056	1.2030186253682318	0.34348276853638976	123453	28	1.050596890741746	0.48994506607788346	1	1	0.48994506607788346	1.050596890741746	0	0.19575331201029691	0.05739367429401629	0.18412748076265767	0.5627255329330334	1.0	-2559.497972687771	1.7569911425641133E-7
20000000	-49952.587055862125	-47375.56092471727	-2577.0261311448558	-47375.56092471727	2.1161426518380362E8	9.937215870109305E8	0.1498499834187365	3.851465318121935	0.3243148811364757	0.1498499834187365	1.2002049527676486	0.3243148811364757	123143	15	0.7070454097460422	0.4100672662740175	1	1	0.4100672662740175	0.7070454097460422	0	0.19758809496036067	0.05995801887726393	0.18589696726716767	0.5565569188952116	1.0	-2568.7667376552913	1.5872517904764767E-7
20500000	-49967.52020970648	-47384.905829742595	-2582.6143799638908	-47384.905829742595	2.199350382809164E8	1.0235151021767753E9	0.1540799151922959	3.791034423219309	0.3333554587666188	0.1540799151922959	1.2340948288628644	0.3333554587666188	123143	15	1.1473648377007128	0.5198302071476208	1	1	0.5198302071476208	1.1473648377007128	0	0.19140412127933865	0.05907176246847752	0.18813825609314896	0.5613858601590392	1.0	-2573.2895272059627	1.4818037259206144E-7
21000000	-49948.48341962867	-47380.05060931573	-2568.4328103129355	-47380.05060931573	1.9850262186157897E8	9.342971115446922E8	0.11406703445023275	3.891824650207684	0.3581214823741275	0.12936822101939577	1.1484971295744433	0.3581214823741275	123453	28	1.1620610203619124	0.47576200908382066	1	1	0.47576200908382066	1.1620610203619124	0	0.19414886399612746	0.059637919116300106	0.1889715130119162	0.5572417038756607	1.0	-2559.244413658942	1.673724326243023E-7
21500000	-49948.58093517615	-47375.74969885882	-2572.8312363173313	-47375.74969885882	1.935341360177021E8	9.254576276389538E8	0.171370485208905	3.808587933493974	0.3439477330263976	0.171370485208905	1.1607756300354273	0.3439477330263976	123143	15	1.2274005489270694	0.5001862932348276	1	1	0.5001862932348276	1.2274005489270694	0	0.1968988432584889	0.060550765028244094	0.18686907977391795	0.5556813119393538	1.0	-2563.5422365731	1.2487820079125427E-7
22000000	-49939.42645420156	-47367.86810115365	-2571.558353047915	-47367.86810115365	2.0286627278899074E8	9.562999212252426E8	0.12259904973029943	3.8830676208768984	0.3528038944350453	0.12259904973029943	1.1661264907924223	0.3528038944350453	123143	15	0.9009560750303978	0.4560607081353793	1	1	0.4560607081353793	0.9009560750303978	0	0.19617417560669675	0.05952653300767781	0.18579345483593918	0.5585058365496908	1.0	-2562.863751104187	1.5685707612393635E-7
22500000	-49952.59674700805	-47373.41403383892	-2579.1827131691293	-47373.41403383892	2.105063935905448E8	1.0010348517120059E9	0.14003314491153498	3.877416769602408	0.3534337424996294	0.14003314491153498	1.1356494555752752	0.3534337424996294	123143	15	0.9260754003086967	0.4631725358571793	1	1	0.4631725358571793	0.9260754003086967	0	0.19797594833508247	0.06052728519603207	0.186569402041848	0.5549273644270419	1.0	-2570.419147548706	1.674300968760144E-7
23000000	-49944.50787002993	-47370.15073856184	-2574.3571314680867	-47370.15073856184	2.0372471849040326E8	9.694507275163283E8	0.1262929040335313	3.892666720939707	0.3520743678010224	0.1262929040335313	1.150598735391193	0.3520743678010224	123143	15	1.1715662140030279	0.48581927031936156	1	1	0.48581927031936156	1.1715662140030279	0	0.19576270039922544	0.06295760238966729	0.18391459686706596	0.5573651003440464	1.0	-2565.223218980664	1.4900229636811693E-7
23500000	-49940.99933128857	-47367.94153762241	-2573.0577936661607	-47367.94153762241	2.0653338558432755E8	9.566935691164478E8	0.1295078319991011	3.8520667780919675	0.3431695819666554	0.1295078319991011	1.2025783939765284	0.3431695819666554	123143	15	1.1186688744640165	0.4945030448094022	1	1	0.4945030448094022	1.1186688744640165	0	0.19882780215284301	0.05945738513601895	0.18465344105118947	0.5570613716599534	1.0	-2563.923730470971	1.8050137311432315E-7
24000000	-49927.47889689358	-47353.150351684024	-2574.328545209559	-47353.150351684024	2.0590263244490063E8	9.712344787083986E8	0.15562924054033805	3.6990669821720803	0.3499482068873293	0.15562924054033805	1.2897781229725946	0.3499482068873293	123143	15	0.9392695037225132	0.4709885136584585	1	1	0.4709885136584585	0.9392695037225132	0	0.1973785385070995	0.05971547511462062	0.18658649144081335	0.5563194949374711	1.0	-2565.4913984351115	1.685618798997753E-7
24500000	-49958.82060315939	-47386.69846826215	-2572.1221348972376	-47386.69846826215	2.012336862438057E8	9.57003101124482E8	0.1357035988050604	3.7078946952790113	0.3662647424103571	0.1357035988050604	1.2881686222901647	0.3662647424103571	123143	15	1.151392504461799	0.49432089464913065	1	1	0.49432089464913065	1.151392504461799	0	0.1998997887097645	0.05937382508353146	0.18909672806559555	0.551629658141113	1.0	-2562.9389476127712	1.6316039319740824E-7
25000000	-49943.99519388144	-47374.988826304885	-2569.0063675765555	-47374.988826304885	1.9647145996722004E8	9.349414218013649E8	0.12648961799985767	3.788497290647833	0.3756180923710172	0.12648961799985767	1.207287288610424	0.3756180923710172	123143	15	1.3616926969427163	0.5198160080119918	1	1	0.5198160080119918	1.3616926969427163	0	0.19507182193984393	0.06267237721088932	0.19073374608496355	0.5515220547643077	1.0	-2559.464123520087	1.5799811130178295E-7
25500000	-49944.64401960761	-47369.4115785421	-2575.232441065505	-47369.4115785421	2.104780622748561E8	9.669743214079113E8	0.16600578885694106	3.8986031388781583	0.32721473743254603	0.16600578885694106	1.1149558085428788	0.32721473743254603	123143	15	1.3041105275158758	0.5165881707507924	1	1	0.5165881707507924	1.3041105275158758	0	0.19856755156639852	0.059442966305901096	0.18533746266702836	0.5566520194606773	1.0	-2565.777975237417	1.804886702940125E-7
26000000	-49945.86828796704	-47370.61631768029	-2575.251970286753	-47370.61631768029	2.155342118888753E8	9.823075986226158E8	0.12660831004602782	3.95891168250905	0.34001652063167426	0.12660831004602782	1.1078386561355607	0.34001652063167426	123143	15	0.6934220513841338	0.42394949894702644	1	1	0.42394949894702644	0.6934220513841338	0	0.19423133443151522	0.06299973787709953	0.18651594172980246	0.5562529859615879	1.0	-2566.944536873835	1.5742353295918685E-7
26500000	-49949.354504772804	-47374.61542246167	-2574.739082311134	-47374.61542246167	2.0563439905005482E8	9.706864198917385E8	0.19498530674171574	3.738483477292212	0.33365744180758733	0.13507753756421148	1.2641387947867049	0.33365744180758733	123453	28	1.2289467798962117	0.5014556160027734	1	1	0.5014556160027734	1.2289467798962117	0	0.19532990829504238	0.056339168136716286	0.1863783941778091	0.5619525293904376	1.0	-2565.2738071392846	1.5145514315854002E-7
27000000	-49944.81486458187	-47375.06217420686	-2569.752690375008	-47375.06217420686	2.0202121880274203E8	9.407842483628659E8	0.11505997195180137	3.867520927247089	0.3593737773436726	0.11505997195180137	1.1836115741619797	0.3593737773436726	123143	15	1.1350818019693822	0.5026919351670639	1	1	0.5026919351670639	1.1350818019693822	0	0.19718062679737974	0.06485863108190809	0.18816588609927942	0.5497948560214381	1.0	-2560.5540776709618	1.5432556090695454E-7
27500000	-49952.91135107128	-47372.61716086878	-2580.2941902025	-47372.61716086878	2.1704807924430668E8	1.0058922052441387E9	0.12863677295637985	3.8866665953164374	0.35006061270441363	0.12863677295637985	1.1559386333619932	0.35006061270441363	123143	15	0.9705084088379415	0.47139523624506174	1	1	0.47139523624506174	0.9705084088379415	0	0.19500856887219697	0.06407893313236451	0.1916177740684239	0.5492947239270206	1.0	-2571.443810879792	1.3759870188458614E-7
28000000	-49963.85197249567	-47391.5433753983	-2572.308597097367	-47391.5433753983	2.0527442386458617E8	9.598933446244196E8	0.1232544377674725	3.853739356199315	0.3660087218959179	0.1232544377674725	1.1677343244739156	0.3660087218959179	123143	15	0.9911513927085011	0.4764555658683022	1	1	0.4764555658683022	0.9911513927085011	0	0.19723273768839747	0.05996782606917683	0.192894424766635	0.549905011475796	1.0	-2563.4039537959093	1.627150581316761E-7
28500000	-49926.80193049171	-47353.48018542545	-2573.321745066267	-47353.48018542545	2.0173684491746908E8	9.656157371986762E8	0.12053631650848742	3.924285810510888	0.3483592954269848	0.12053631650848742	1.1379229656181706	0.3483592954269848	123143	15	1.0030647234486034	0.46333153279305045	1	1	0.46333153279305045	1.0030647234486034	0	0.19635785720520366	0.06016412553005364	0.18872776307907999	0.554750254185668	1.0	-2564.48919607056	1.5178725504620494E-7
29000000	-49942.32510322402	-47371.77608486917	-2570.5490183548513	-47371.77608486917	2.0071638493983802E8	9.481362588997575E8	0.09638867570751342	3.8822813664170046	0.37415348143440974	0.09638867570751342	1.1888417129040778	0.36194608782949	123145	16	0.9106718791583778	0.45203217093353587	1	1	0.45203217093353587	0.9106718791583778	0	0.1977282847901311	0.05844635489084044	0.18828807925432015	0.5555372810647142	1.0	-2561.5010390775747	1.6431771696110492E-7
29500000	-49957.06605284517	-47379.30057120096	-2577.765481644205	-47379.30057120096	2.1138110911381227E8	9.936480573973848E8	0.1505263423967256	3.651808842166948	0.3669077992283702	0.1505263423967256	1.3133228745828578	0.3669077992283702	123143	15	0.7091672563569311	0.40893238199377696	1	1	0.40893238199377696	0.7091672563569311	0	0.20011457209265954	0.05866574895227146	0.18945192510716832	0.5517677538479071	1.0	-2569.4851181746913	1.399588378597924E-7
30000000	-49927.16515717774	-47356.51614869283	-2570.6490084849133	-47356.51614869283	2.0274957773461512E8	9.472075638613359E8	0.12193843039592603	3.7616257615398574	0.36046143845000106	0.12193843039592603	1.2735745007682895	0.36046143845000106	123143	15	1.1997388937084152	0.5085898552151699	1	1	0.5085898552151699	1.1997388937084152	0	0.2036938482405947	0.060623202635059104	0.18954746110569656	0.5461354880186567	1.0	-2561.3397686802637	1.6247660681778086E-7
30500000	-49955.241859504546	-47380.67588205023	-2574.565977454317	-47380.67588205023	2.044236020590725E8	9.646477334884489E8	0.12365375030847738	3.7650105263192626	0.38150346051132383	0.12365375030847738	1.257519714317383	0.34865879823507223	123145	16	1.2320878614397086	0.5011128741877129	1	1	0.5011128741877129	1.2320878614397086	0	0.19892530005366096	0.059588404295358624	0.18862095438039417	0.552865341270594	1.0	-2564.9036671528397	1.7596943684843854E-7
31000000	-49948.941246019785	-47377.676876498546	-2571.264369521242	-47377.676876498546	2.0220796310716933E8	9.518414022992785E8	0.10595400818352607	3.8062267465535293	0.357864432177844	0.10595400818352607	1.266136372723726	0.357864432177844	123143	15	1.1763864059812952	0.48964703657315045	1	1	0.48964703657315045	1.1763864059812952	0	0.1970334652756597	0.05890598888280607	0.1888789269705285	0.5551816188710135	1.0	-2562.099256156707	1.6344362678540292E-7
31500000	-49959.87649202874	-47387.4695958617	-2572.406896167045	-47387.4695958617	2.0485427658802456E8	9.621864409449333E8	0.12287958952430639	3.9020065481346524	0.35254743389322474	0.12287958952430639	1.1471394050302817	0.35254743389322474	123143	15	0.8049288005895199	0.41686817190970876	1	1	0.41686817190970876	0.8049288005895199	0	0.1952729379720104	0.06277671406341147	0.1840247700654508	0.5579255778991348	1.0	-2564.0184790944445	1.5088834524855536E-7
32000000	-49955.0181587853	-47384.2733841318	-2570.7447746535017	-47384.2733841318	2.0118496186312512E8	9.465948819578762E8	0.13528441752812	3.854040387204767	0.36501159472248934	0.13528441752812	1.1453675882940098	0.36501159472248934	123143	15	1.336700580187397	0.5164214778188541	1	1	0.5164214778188541	1.336700580187397	0	0.195536896511145	0.06381300630207738	0.18687196849005838	0.553778128696727	1.0	-2561.253991093968	1.6488399415168236E-7
32500000	-49944.88653054831	-47368.891807130945	-2575.9947234173665	-47368.891807130945	2.1116324121182162E8	9.817112624623111E8	0.17031235858627283	3.7657725074961057	0.3255171228928506	0.17031235858627283	1.242568529545643	0.3255171228928506	123143	15	0.8363591225375564	0.46366860880077065	1	1	0.46366860880077065	0.8363591225375564	0	0.1987665205152784	0.05827760506924625	0.18303531528937286	0.5599205591261105	1.0	-2567.309015018546	1.4506315760089435E-7
33000000	-49942.858731407934	-47373.360158099604	-2569.4985733083267	-47373.360158099604	1.995100958398057E8	9.423666630752634E8	0.14567470833417528	3.878318792012324	0.3407974825418465	0.12936512066831718	1.1650464139014878	0.3407974825418465	123453	28	0.9364901180801829	0.4650513441993777	1	1	0.4650513441993777	0.9364901180801829	0	0.19014429442315298	0.0592543883093244	0.18519022358321224	0.5654110936843183	1.0	-2560.5799293208715	1.602533602388394E-7
33500000	-49933.802447896516	-47360.73203793939	-2573.0704099571235	-47360.73203793939	2.043577455650963E8	9.555974379975201E8	0.15057556371283998	3.7537055986477856	0.34608062493781433	0.15057556371283998	1.2529820240509004	0.34608062493781433	123143	15	1.2513188903852825	0.4994689923670489	1	1	0.4994689923670489	1.2513188903852825	0	0.19925698499173022	0.05671690957317197	0.1914523546900925	0.5525737507450132	1.0	-2563.7613560166965	1.8084506069448894E-7
34000000	-49926.1301542491	-47350.32581370775	-2575.8043405413478	-47350.32581370775	2.076476826649191E8	9.677157666125484E8	0.13814898173073012	3.747454071351465	0.3751555932497674	0.13814898173073012	1.2259367786875428	0.3751555932497674	123143	15	1.3066522472050222	0.5009872278955354	1	1	0.5009872278955354	1.3066522472050222	0	0.20337983466736567	0.058675197288060026	0.18899036192311036	0.5489546061214722	1.0	-2566.427054292194	1.3609972129452524E-7
34500000	-49950.24312579351	-47364.69327843894	-2585.5498473545695	-47364.69327843894	2.2569281791296494E8	1.0469305010124341E9	0.16194383294006165	3.9018229146811167	0.3181314972657966	0.16194383294006165	1.1380264249071694	0.3181314972657966	123143	15	0.9484371031624544	0.4613109532260041	1	1	0.4613109532260041	0.9484371031624544	0	0.19283625109800304	0.05876112817709583	0.18983815836375187	0.558564462361158	1.0	-2576.779058910797	1.4970827532369748E-7
35000000	-49955.57373583413	-47380.09058450317	-2575.4831513309646	-47380.09058450317	2.109643159880331E8	9.740000445390819E8	0.17023460580425145	3.859304584134251	0.3425479353475693	0.17023460580425145	1.1151303335621092	0.3425479353475693	123143	15	0.7554915202802848	0.4245059624748122	1	1	0.4245059624748122	0.7554915202802848	0	0.19348712256852643	0.06033644091930559	0.18958368151345178	0.5565927549987243	1.0	-2567.0931917558837	1.3734091214039877E-7
35500000	-49955.04262356255	-47379.32502012154	-2575.717603441004	-47379.32502012154	2.071826990632409E8	9.78254906502672E8	0.18984590766479476	3.7529733998993757	0.3581910596910576	0.18984590766479476	1.1681727851690842	0.3409709399109042	123145	16	0.8105562589282473	0.4466302149131124	1	1	0.4466302149131124	0.8105562589282473	0	0.19863462014954042	0.05937442865812242	0.1836971795748303	0.5582937716175146	1.0	-2566.7920414047867	1.7025635132593893E-7
36000000	-49957.163394966345	-47392.5171336796	-2564.6462612867476	-47392.5171336796	1.943813002831781E8	9.087653352171631E8	0.14908571357565728	3.7079296112621503	0.35968168816750734	0.14908571357565728	1.2745355852515377	0.35968168816750734	123143	15	1.4555367993468933	0.519287217314051	1	1	0.519287217314051	1.4555367993468933	0	0.20125669648734462	0.05827690864001286	0.19038944402183394	0.5500769508508159	1.0	-2555.0057407324916	1.7365617042569918E-7
36500000	-49958.768878354516	-47385.750867047165	-2573.0180113073525	-47385.750867047165	2.048662982017597E8	9.582446065059415E8	0.09038710534037044	3.8785969863442817	0.33977534765482964	0.2108958509992625	1.1405693620064505	0.33977534765482964	123453	28	0.898274770043903	0.47211336805149234	1	1	0.47211336805149234	0.898274770043903	0	0.20072547946253144	0.06026602839422188	0.18719318351046907	0.5518153086327858	1.0	-2564.081981612943	1.79310902044348E-7
37000000	-49940.897991328755	-47360.52917343165	-2580.3688178971042	-47360.52917343165	2.144424848057139E8	1.0114915820448543E9	0.16029092311679316	3.6995171590929097	0.3342673102307459	0.16029092311679316	1.3113663742120343	0.3342673102307459	123143	15	0.9440335039513879	0.4703947604350024	1	1	0.4703947604350024	0.9440335039513879	0	0.19527656330823087	0.05996764928191146	0.19029521489226223	0.5544605725176034	1.0	-2571.532378541891	1.5722725960273856E-7
