#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:Mito_align_cleaned_outgroups" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:Mito_align_cleaned_outgroups" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:Mito_align_cleaned_outgroups" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.Mito_align_cleaned_outgroups" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <distribution id="BMT_PropInvariablePrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasInvariableSites.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_ProportionInvariable.s:Mito_align_cleaned_outgroups" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1</parameter>
#            <Beta id="Beta.1" name="distr">
#                <alpha id="Function$Constant.5" spec="beast.base.core.Function$Constant" value="1.0"/>
#                <beta id="Function$Constant.6" spec="beast.base.core.Function$Constant" value="4.0"/>
#            </Beta>
#        </distribution>
#        <distribution id="BMT_RatesPrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.NucleotideRevJumpSubstModelRatePrior">
#            <modelIndicator id="BMT_ModelIndicator.s:Mito_align_cleaned_outgroups" lower="0" spec="beast.base.inference.parameter.IntegerParameter" upper="5">5</modelIndicator>
#            <substModel id="RevJump.s:Mito_align_cleaned_outgroups" modelIndicator="@BMT_ModelIndicator.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.substitutionmodel.NucleotideRevJumpSubstModel">
#                <parameter dimension="6" id="BMT_Rates.s:Mito_align_cleaned_outgroups" lower="0.01" name="rates" spec="beast.base.inference.parameter.RealParameter" upper="100.0">1.0</parameter>
#                <frequencies empirical="false" id="BMTfreqs.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.substitutionmodel.ModelFrequencies">
#                    <hasEqualFreqs id="hasEqualFreqs.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.BooleanParameter">false</hasEqualFreqs>
#                    <parameter dimension="4" id="BMT_frequencies.s:Mito_align_cleaned_outgroups" name="frequencies" spec="beast.base.inference.parameter.RealParameter">0.25 0.25 0.25 0.25</parameter>
#                </frequencies>
#            </substModel>
#            <parameter idref="BMT_Rates.s:Mito_align_cleaned_outgroups" name="x"/>
#            <Exponential id="BMT_RatesPrior.s:Mito_align_cleaned_outgroupsx" name="distr"/>
#        </distribution>
#        <prior id="BMT_freqsPrior.s:Mito_align_cleaned_outgroups" name="distribution" x="@BMT_frequencies.s:Mito_align_cleaned_outgroups">
#            <distr id="Dirichlet.1" spec="beast.base.inference.distribution.Dirichlet">
#                <alpha id="Function$Constant.7" spec="beast.base.core.Function$Constant" value="1.0 1.0 1.0 1.0"/>
#            </distr>
#        </prior>
#        <distribution id="BMT_GammaShapePrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasGammaRates.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_gammaShape.s:Mito_align_cleaned_outgroups" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.3" name="distr">
#                <parameter estimate="false" id="RealParameter.7" lower="0.0" name="mean" spec="beast.base.inference.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:Mito_align_cleaned_outgroups" name="distribution" x="@birthRate.t:Mito_align_cleaned_outgroups">
#            <Uniform id="Uniform.6" name="distr" upper="100.0"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Mito_align_cleaned_outgroups" id="treeLikelihood.Mito_align_cleaned_outgroups" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Mito_align_cleaned_outgroups">
#            <siteModel gammaCategoryCount="4" hasGammaRates="@hasGammaRates.s:Mito_align_cleaned_outgroups" hasInvariantSites="@hasInvariableSites.s:Mito_align_cleaned_outgroups" id="BEASTModelTest.s:Mito_align_cleaned_outgroups" proportionInvariant="@BMT_ProportionInvariable.s:Mito_align_cleaned_outgroups" shape="@BMT_gammaShape.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.sitemodel.BEASTModelTestSiteModel" substModel="@RevJump.s:Mito_align_cleaned_outgroups">
#                <parameter id="BMT_mutationRate.s:Mito_align_cleaned_outgroups" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Mito_align_cleaned_outgroups" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Mito_align_cleaned_outgroups" lower="6.201923077E-10" name="clock.rate" spec="beast.base.inference.parameter.RealParameter" upper="9.182692308E-10">7.692307692E-10</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	rateAC	rateAG	rateAT	rateCG	rateCT	rateGT	substmodel	BMT_ModelIndicator	BMT_gammaShape	BMT_ProportionInvariable	hasGammaRates	hasInvariableSites	ActivePropInvariable	ActiveGammaShape	hasEqualFreqs	BMT_frequencies.1	BMT_frequencies.2	BMT_frequencies.3	BMT_frequencies.4	BMT_mutationRate	YuleModel	birthRate
37500000	-49933.78178473194	-47365.02839317554	-2568.7533915563963	-47365.02839317554	2.0300823176874486E8	9.323219332055757E8	0.08859380758670997	3.7860789340318806	0.37909733670876106	0.08859380758670997	1.278538777377197	0.37909733670876106	123143	15	1.3575069697501028	0.507562029908952	1	1	0.507562029908952	1.3575069697501028	0	0.19728561688177096	0.06224757513182172	0.19109663440064792	0.5493701735857672	1.0	-2559.2975128893654	1.5359849973769508E-7
38000000	-49946.435957275804	-47376.50956898561	-2569.926388290197	-47376.50956898561	2.051979915335206E8	9.45742551104791E8	0.12354198561161507	3.897811537085086	0.3531915863422567	0.12354198561161507	1.1487213190071848	0.3531915863422567	123143	15	0.9906815992736097	0.4629730377734709	1	1	0.4629730377734709	0.9906815992736097	0	0.19681127742308738	0.06076309661188151	0.1840324631367532	0.5583931628282861	1.0	-2561.1045233174946	1.638801434606794E-7
38500000	-49959.91701797963	-47385.716026800554	-2574.200991179072	-47385.716026800554	2.0195111355024755E8	9.722870056904956E8	0.1417525489815906	3.8856287090544157	0.34769130753527805	0.1417525489815906	1.1354835779118615	0.34769130753527805	123143	15	0.9589252924409724	0.4665083116797812	1	1	0.4665083116797812	0.9589252924409724	0	0.1995603855951755	0.05787484640728029	0.1881202397347149	0.554444528262838	1.0	-2565.387365415016	1.5565712652666548E-7
39000000	-49948.404861290415	-47378.84222234848	-2569.5626389419335	-47378.84222234848	1.9651414443554074E8	9.382006835592995E8	0.12628388494805187	3.7669827389254897	0.3808576006497991	0.12628388494805187	1.218734289878821	0.3808576006497991	123143	15	1.351437308378959	0.4953266578681822	1	1	0.4953266578681822	1.351437308378959	0	0.19774767128388102	0.06122279026995037	0.18452529271152543	0.5565042457346513	1.0	-2560.177173771251	1.5396720203173288E-7
39500000	-49944.07644177003	-47370.79777304495	-2573.278668725076	-47370.79777304495	2.04760087717564E8	9.655575143200139E8	0.15373351539953176	3.794704737301278	0.3385705556842013	0.15373351539953176	1.2206871205312728	0.3385705556842013	123143	15	0.8917892456876524	0.46571818784033275	1	1	0.46571818784033275	0.8917892456876524	0	0.1962271343058069	0.06164403589562496	0.19219515438178195	0.5499336754167938	1.0	-2564.5290647784072	1.6845708657942512E-7
40000000	-49953.51066260278	-47378.27371129363	-2575.2369513091458	-47378.27371129363	2.086162894644706E8	9.79554537223866E8	0.12426699676723484	3.910758920392199	0.349927103317745	0.12426699676723484	1.1408528794378643	0.349927103317745	123143	15	0.7571521333430147	0.4304182800114632	1	1	0.4304182800114632	0.7571521333430147	0	0.19576497444240257	0.06111438729205524	0.18976542203035074	0.5533552162351998	1.0	-2566.8267016930126	1.6749690592888717E-7
40500000	-49929.017096765165	-47358.13965707193	-2570.8774396932363	-47358.13965707193	2.026130958715374E8	9.51976347535129E8	0.13265005818162362	3.774150518040287	0.35832364752249246	0.13265005818162362	1.2439020705515027	0.35832364752249246	123143	15	0.8368997433027973	0.4491309316041945	1	1	0.4491309316041945	0.8368997433027973	0	0.1978884193695399	0.060042020208483274	0.1813105107579326	0.5607590496640521	1.0	-2562.2730581112937	1.6925396330891947E-7
41000000	-49971.941555973164	-47402.204542809035	-2569.7370131641287	-47402.204542809035	2.0095908655576247E8	9.459292930536301E8	0.17333761598872244	3.741369507534568	0.3405363607182401	0.17333761598872244	1.2308825390515274	0.3405363607182401	123143	15	0.8799603068475997	0.43958082569273565	1	1	0.43958082569273565	0.8799603068475997	0	0.1995425685733713	0.057352317744858224	0.18369986370314767	0.5594052499786304	1.0	-2561.133988012192	1.6367821774469814E-7
41500000	-49940.65954309696	-47367.84953255651	-2572.81001054045	-47367.84953255651	2.031794249965032E8	9.589449321919852E8	0.12446482469886302	3.9131633961725605	0.3588348141293365	0.12446482469886302	1.1202373261710543	0.3588348141293365	123143	15	0.9536817444271372	0.4802068472362165	1	1	0.4802068472362165	0.9536817444271372	0	0.19919688882356268	0.06231111763477807	0.18701038059843172	0.5514816129432365	1.0	-2563.926950289192	1.4586019353901285E-7
42000000	-49939.368866659934	-47368.13150473549	-2571.237361924443	-47368.13150473549	2.0488965183530894E8	9.50683075587834E8	0.1530964922124006	3.79318760503005	0.3469188829281904	0.1530964922124006	1.2067816446887807	0.3469188829281904	123143	15	1.0520997691862177	0.48157244243980013	1	1	0.48157244243980013	1.0520997691862177	0	0.19579807011152695	0.059160770672810316	0.18481887486734686	0.5602222843483244	1.0	-2562.235396617695	1.5158916392140742E-7
42500000	-49947.161915856115	-47376.28845718941	-2570.8734586667038	-47376.28845718941	2.0205715794586036E8	9.475402110462437E8	0.16398592063837253	3.789878090575096	0.35108114829400033	0.16398592063837253	1.1799877715601768	0.35108114829400033	123143	15	0.8826137489959381	0.46586742541176174	1	1	0.46586742541176174	0.8826137489959381	0	0.19384282066839478	0.06173872441233915	0.18448274592284475	0.5599357089964302	1.0	-2562.1271404287145	1.471768857801631E-7
43000000	-49935.947602082975	-47363.688598298446	-2572.259003784526	-47363.688598298446	1.982967235597657E8	9.531534456795033E8	0.11984516252528435	3.7523809923922715	0.35288630519009806	0.11984516252528435	1.3021560721769858	0.35288630519009806	123143	15	1.1263206902408247	0.4803580817262026	1	1	0.4803580817262026	1.1263206902408247	0	0.199970414658598	0.06132277319102088	0.18704888827754632	0.5516579238728441	1.0	-2563.1918211007296	1.7955056594973543E-7
43500000	-49954.37875673335	-47381.230732741446	-2573.148023991906	-47381.230732741446	2.0538256442887706E8	9.634922872216619E8	0.09820431753141201	3.940206621568902	0.351013310057396	0.09820431753141201	1.1613581232535046	0.351013310057396	123143	15	1.189627048200173	0.4920538737921764	1	1	0.4920538737921764	1.189627048200173	0	0.19810699971045215	0.06148936059323089	0.18239301687141507	0.5580106228249112	1.0	-2563.969412317497	1.6106795435120002E-7
44000000	-49944.226103197136	-47373.567815200295	-2570.6582879968414	-47373.567815200295	2.0225450413893268E8	9.468428662983752E8	0.1296664505061707	3.7778882894546277	0.35247182675938993	0.1296664505061707	1.2578351560142698	0.35247182675938993	123143	15	1.0095732955680772	0.4741305550821482	1	1	0.4741305550821482	1.0095732955680772	0	0.19978570117500952	0.058655171775750366	0.18907319793622912	0.5524859291130204	1.0	-2561.743932086231	1.7559316622444276E-7
44500000	-49981.898283751565	-47405.15138351968	-2576.746900231884	-47405.15138351968	2.087868700501986E8	9.869751980954804E8	0.09969449591932675	3.9878477984518503	0.3445259652282181	0.09969449591932675	1.1237112792530763	0.3445259652282181	123143	15	1.1130305810549987	0.4879835652699793	1	1	0.4879835652699793	1.1130305810549987	0	0.19552586082128195	0.06135991551886555	0.18727432829143004	0.555839895368432	1.0	-2567.6735765234193	1.557069900529198E-7
45000000	-49939.373408265594	-47369.46698731337	-2569.9064209522253	-47369.46698731337	2.0007122139783034E8	9.39512563693409E8	0.11425487173640937	3.8621573130367524	0.3734990451059581	0.11425487173640937	1.162334853278526	0.3734990451059581	123143	15	1.2739641365082903	0.5042432121812902	1	1	0.5042432121812902	1.2739641365082903	0	0.1994706886652646	0.06097878835124469	0.18952510158324562	0.5500254214002543	1.0	-2560.5563154140973	1.7709630233507072E-7
45500000	-49934.755542252744	-47361.69017451592	-2573.0653677368227	-47361.69017451592	2.065873051499877E8	9.630055325668479E8	0.13512020942756203	3.873907775986629	0.32326257394562824	0.13512020942756203	1.2093266572670054	0.32326257394562824	123143	15	1.0847253624342466	0.491500766994699	1	1	0.491500766994699	1.0847253624342466	0	0.196063325631501	0.0580678700290746	0.18514306779485862	0.5607257365445745	1.0	-2563.9876970021865	1.542034746056519E-7
46000000	-49951.326780206786	-47372.95994681086	-2578.3668333959276	-47372.95994681086	2.1012423519135508E8	9.887028440602245E8	0.14503444425800838	3.7962459516799645	0.34658270428081317	0.14503444425800838	1.2205197512424062	0.34658270428081317	123143	15	0.9727940595408457	0.48091028011988435	1	1	0.48091028011988435	0.9727940595408457	0	0.20558666589054073	0.05939140978826164	0.18588442781091133	0.5491374965102959	1.0	-2569.449945500686	1.7858080297151796E-7
46500000	-49952.29442939275	-47377.219440140274	-2575.074989252477	-47377.219440140274	2.0360096638035777E8	9.74362922130999E8	0.12676325139368844	3.810840242390207	0.36419155903274786	0.12676325139368844	1.2072501367569375	0.36419155903274786	123143	15	1.1677560868761425	0.4933544679381809	1	1	0.4933544679381809	1.1677560868761425	0	0.19777592911099912	0.06067595808362262	0.18752476896421788	0.5540233438411694	1.0	-2565.8916356470213	1.5015268502907372E-7
47000000	-49954.5443000265	-47379.47153601068	-2575.0727640158193	-47379.47153601068	2.096886272493013E8	9.746791860866348E8	0.12707058240071514	3.858380626286351	0.3471895121372658	0.12707058240071514	1.1930991846377113	0.3471895121372658	123143	15	0.9587713025742162	0.4581722722857295	1	1	0.4581722722857295	0.9587713025742162	0	0.19579479263611654	0.058325649677091945	0.18022058964614082	0.5656589680406594	1.0	-2566.3069931371338	1.719163681912802E-7
47500000	-49951.32525595871	-47381.02083832861	-2570.3044176301078	-47381.02083832861	2.0446837548919752E8	9.448361385942501E8	0.15759968940136174	3.870266036674839	0.3505259638662244	0.15759968940136174	1.1134826567900198	0.3505259638662244	123143	15	1.2587306406610148	0.504502891731731	1	1	0.504502891731731	1.2587306406610148	0	0.20070596251669184	0.061257184377217576	0.18075344993913284	0.5572834031669668	1.0	-2560.964033497519	1.6111018217066355E-7
48000000	-49957.30909409117	-47383.25917795593	-2574.049916135243	-47383.25917795593	2.0364953711832744E8	9.612457747164149E8	0.13761583123945467	3.9639342229663335	0.34960582814811725	0.13761583123945467	1.061622458258551	0.34960582814811725	123143	15	0.7850766782005362	0.42561388935085437	1	1	0.42561388935085437	0.7850766782005362	0	0.20006627970693788	0.06325523037322446	0.1889268437974277	0.5477516461224197	1.0	-2565.6375297577274	1.3557188646548352E-7
48500000	-49958.61833242044	-47385.76546642127	-2572.852865999172	-47385.76546642127	2.0505772138203096E8	9.545915645338423E8	0.20679910246753525	3.661640506331807	0.33717675564240224	0.2005690176191563	1.2566378622967245	0.33717675564240224	123453	28	1.3310400472367918	0.5052314805882427	1	1	0.5052314805882427	1.3310400472367918	0	0.19653081341493198	0.059143272961216325	0.18576609914989548	0.5585598144739655	1.0	-2563.20975568718	1.768952114466485E-7
49000000	-49978.30005442283	-47402.18924663499	-2576.110807787836	-47402.18924663499	2.0774231644585824E8	9.811882246191686E8	0.08903354186983692	3.8408633425788015	0.3492158225475549	0.11472738431535873	1.2569440861409218	0.3492158225475549	123453	28	1.1268202649035464	0.4757049174019762	1	1	0.4757049174019762	1.1268202649035464	0	0.20060182166708546	0.05798980808108399	0.18632553509561187	0.5550828351562276	1.0	-2566.9796283346072	1.4886046053238384E-7
49500000	-49960.67311274061	-47377.12098808672	-2583.552124653893	-47377.12098808672	2.232590731952231E8	1.0245106712589178E9	0.10712855731332926	4.019269069815719	0.3532069085443036	0.10712855731332926	1.0600599984690424	0.3532069085443036	123143	15	0.829292759859554	0.444185020299813	1	1	0.444185020299813	0.829292759859554	0	0.19740513311552316	0.06593375882159758	0.18381079359203806	0.5528503144708506	1.0	-2575.007123666654	1.7293100911037015E-7
50000000	-49947.448969890116	-47371.8619997622	-2575.586970127918	-47371.8619997622	2.06673975435749E8	9.694875596771381E8	0.1288250434626172	3.750546511020707	0.35538865065805986	0.1288250434626172	1.2810261007379606	0.35538865065805986	123143	15	1.2474791384860742	0.5074126358321205	1	1	0.5074126358321205	1.2474791384860742	0	0.19438989238218415	0.060475830041492915	0.19204903925226052	0.5530852383240715	1.0	-2566.2359005954117	1.8052575531219779E-7
50500000	-49937.908412655015	-47366.8426486053	-2571.065764049716	-47366.8426486053	2.0475970217772713E8	9.513252330988585E8	0.15174718292250558	3.73863734618458	0.327983331131763	0.15174718292250558	1.301901625706904	0.327983331131763	123143	15	1.081069368759555	0.47887175030031437	1	1	0.47887175030031437	1.081069368759555	0	0.1942182052540576	0.057917785953730434	0.18565621361304496	0.5622077951791765	1.0	-2562.049927815114	1.5812018632210358E-7
51000000	-49956.95361806954	-47377.98557228118	-2578.9680457883637	-47377.98557228118	2.1480578958454955E8	1.0036900019011147E9	0.14935287390088187	3.8186429059710956	0.333057455443606	0.14935287390088187	1.2165364353399506	0.333057455443606	123143	15	0.7660223103481412	0.4364705570692379	1	1	0.4364705570692379	0.7660223103481412	0	0.19314976374873874	0.05610053468445965	0.1852714855903678	0.5654782159764432	1.0	-2570.508004334446	1.623170411409614E-7
51500000	-49935.29214378422	-47362.946688284894	-2572.3454554993286	-47362.946688284894	2.005599998804984E8	9.578553154029672E8	0.13210004646330065	3.8462103424346297	0.3515027343738416	0.13210004646330065	1.186584095891107	0.3515027343738416	123143	15	1.2030413421480017	0.4882861206575018	1	1	0.4882861206575018	1.2030413421480017	0	0.19239137911310353	0.05982805146554789	0.18474661647343177	0.5630339529479258	1.0	-2563.160969042149	1.6663207742888292E-7
52000000	-49936.0367023266	-47360.867824783294	-2575.1688775433067	-47360.867824783294	2.083353561789197E8	9.766588088409015E8	0.15497829183013703	3.9295358697346057	0.32651483013017507	0.15497829183013703	1.1074778863447876	0.32651483013017507	123143	15	1.0811163212513342	0.48522310467501506	1	1	0.48522310467501506	1.0811163212513342	0	0.19327170885023787	0.06029044837847236	0.1872083863350348	0.5592294564362633	1.0	-2566.1308571124146	1.5278549253705585E-7
52500000	-49946.770098331464	-47377.1230001192	-2569.647098212261	-47377.1230001192	2.0016400588175362E8	9.409125290390097E8	0.12673949768105316	3.9317576122849287	0.34945527923774045	0.07074772679683695	1.1718446047617186	0.34945527923774045	123453	28	0.9834884587867542	0.4789321379601091	1	1	0.4789321379601091	0.9834884587867542	0	0.19640091454594807	0.05963462063945813	0.18226763013069244	0.5616968346839097	1.0	-2560.651947610941	1.5304839782117583E-7
53000000	-49919.41504616604	-47350.576915521444	-2568.8381306445963	-47350.576915521444	2.0041568794178262E8	9.361093521560253E8	0.1376236132565468	3.767004340582311	0.35502895137989504	0.1376236132565468	1.247690530144826	0.35502895137989504	123143	15	1.1465499344933814	0.4892466429436734	1	1	0.4892466429436734	1.1465499344933814	0	0.19665401547361025	0.06143364322979678	0.1910919510791401	0.5508203902174612	1.0	-2559.6963586363595	1.7240094775781981E-7
53500000	-49941.34403070951	-47366.014151260475	-2575.329879449032	-47366.014151260475	2.057103380278473E8	9.786003664875242E8	0.132823875037751	3.8729132824263606	0.3520180905885738	0.132823875037751	1.1574027863210088	0.3520180905885738	123143	15	0.9196294274920778	0.46486693839407484	1	1	0.46486693839407484	0.9196294274920778	0	0.19466117945107653	0.06069860986983556	0.1875311470747424	0.5571090636043545	1.0	-2566.5648361866574	1.4940761956547483E-7
54000000	-49930.58213003469	-47360.16197256246	-2570.4201574722265	-47360.16197256246	2.0310656599332556E8	9.503023623701576E8	0.1124491102295338	3.8497735087533247	0.3443579858525724	0.1124491102295338	1.236612299082478	0.3443579858525724	123143	15	0.8264644129639974	0.4472397763671576	1	1	0.4472397763671576	0.8264644129639974	0	0.19588821131051193	0.05851704715428018	0.18509671194807684	0.5604980295871402	1.0	-2561.849453447071	1.6047278687371142E-7
54500000	-49926.3849770811	-47354.777885544114	-2571.6070915369864	-47354.777885544114	2.035049620914386E8	9.548058140374111E8	0.11535664494644558	3.8960322087346855	0.3605059117484535	0.11535664494644558	1.1522426778755235	0.3605059117484535	123143	15	1.0465410677248517	0.4879162635888315	1	1	0.4879162635888315	1.0465410677248517	0	0.197784660437128	0.05838359909413044	0.18312569008723606	0.5607060503815139	1.0	-2562.5867430609987	1.6366828839730993E-7
55000000	-49950.06577614458	-47386.43890465154	-2563.626871493036	-47386.43890465154	1.8809198955003712E8	9.084799223621444E8	0.14926042019064817	3.7284951194732123	0.3742722663600284	0.14926042019064817	1.2244395074254446	0.3742722663600284	123143	15	0.7436446269654022	0.420459631534661	1	1	0.420459631534661	0.7436446269654022	0	0.19699113620125921	0.061022409010154946	0.18932684646538833	0.552659608323205	1.0	-2555.2578804401255	1.811485927746168E-7
55500000	-49943.843893592384	-47366.99133892879	-2576.8525546635915	-47366.99133892879	2.1225441957422265E8	9.917721270064515E8	0.16578506616959854	3.8459077185990678	0.33733430021966215	0.16578506616959854	1.1478535486224102	0.33733430021966215	123143	15	0.7753753098237735	0.42208687859349137	1	1	0.42208687859349137	0.7753753098237735	0	0.19584968829059407	0.05810774727198844	0.19013076381267013	0.5559118006247554	1.0	-2568.456515158795	1.5868812038060751E-7
56000000	-49974.338160703905	-47401.10714251695	-2573.231018186953	-47401.10714251695	2.0355531196952325E8	9.636747924463608E8	0.16813376984402742	3.8000174341383586	0.3456015781785057	0.16813376984402742	1.1725118698165735	0.3456015781785057	123143	15	1.1763070114450587	0.4933946608252816	1	1	0.4933946608252816	1.1763070114450587	0	0.19781062508458816	0.060846852004418146	0.1854571676126485	0.5558853552983528	1.0	-2564.033309002335	1.5622245876958274E-7
56500000	-49958.68003600348	-47380.960954677656	-2577.7190813258267	-47380.960954677656	2.113164294865864E8	9.853436512050954E8	0.15647654559806257	3.931029564093545	0.3473688529871077	0.15647654559806257	1.0612796387361159	0.3473688529871077	123143	15	0.9539836769855513	0.4586762530042006	1	1	0.4586762530042006	0.9539836769855513	0	0.20069299697698703	0.06274593155454576	0.18990939854717354	0.5466516729213021	1.0	-2568.953765778907	1.7941055600222632E-7
57000000	-49959.48727414329	-47377.56152058349	-2581.925753559804	-47377.56152058349	2.1476596615528047E8	1.0005086053963289E9	0.23148938180504902	3.8049567316791135	0.34342606691366306	0.10776725874785104	1.1689344939406567	0.34342606691366306	123453	28	1.2904002809636765	0.4856613950200758	1	1	0.4856613950200758	1.2904002809636765	0	0.19769364679444984	0.06462613082383518	0.1885513857131094	0.549128836668614	1.0	-2572.490282649556	1.2677686708135028E-7
57500000	-49955.27724979556	-47382.5581884073	-2572.719061388253	-47382.5581884073	2.066659170562259E8	9.58951968254724E8	0.11697095927005935	3.864393713793353	0.3685287662392091	0.11697095927005935	1.1733261581550396	0.35980944327227565	123145	16	1.012645444030638	0.4658019630371991	1	1	0.4658019630371991	1.012645444030638	0	0.19639615772048413	0.06104170634289161	0.18979278874222977	0.5527693471944032	1.0	-2563.4917309496977	1.5153909692466124E-7
58000000	-49958.43384752963	-47384.999993538426	-2573.433853991209	-47384.999993538426	2.043748997493661E8	9.612124878231345E8	0.1382313453929354	3.878951517113336	0.36075756227036315	0.1382313453929354	1.1230706675600666	0.36075756227036315	123143	15	0.7509716192265231	0.4174344797888914	1	1	0.4174344797888914	0.7509716192265231	0	0.19654261802726	0.06256815142240209	0.18850237257156738	0.5523868579787794	1.0	-2565.0895559062446	1.8354246897363027E-7
58500000	-49936.43104597401	-47361.81303756384	-2574.6180084101643	-47361.81303756384	2.0790427770451942E8	9.697958645929323E8	0.13615457269161924	3.895764430917311	0.3614896471213573	0.13615457269161924	1.1089471294567321	0.3614896471213573	123143	15	0.9204614916900005	0.4546806927422132	1	1	0.4546806927422132	0.9204614916900005	0	0.19833422315436358	0.0625766180065804	0.18902011361109883	0.5500690452279662	1.0	-2565.907484298694	1.4190528183168824E-7
59000000	-49959.047556224694	-47383.21292744926	-2575.8346287754343	-47383.21292744926	2.0704328465520078E8	9.791591292821311E8	0.14236606335522953	3.9048413664706008	0.33739031242258444	0.14236606335522953	1.1356458819737671	0.33739031242258444	123143	15	1.2971135599823265	0.5069854947162548	1	1	0.5069854947162548	1.2971135599823265	0	0.19957730866872156	0.06389575165439017	0.184987954697941	0.5515389849789561	1.0	-2566.44965646835	1.5779437556978583E-7
59500000	-49940.0566316954	-47367.63308825038	-2572.4235434450197	-47367.63308825038	2.0756634751237357E8	9.592156064701144E8	0.13985226953336924	3.832190746600337	0.34443670527604897	0.15606346504270815	1.1830201082714877	0.34443670527604897	123453	28	1.0272624308334648	0.46886123815991865	1	1	0.46886123815991865	1.0272624308334648	0	0.19816998207634984	0.059327493109125426	0.1914121819076209	0.5510903429069133	1.0	-2563.375727231326	1.5494674902917002E-7
60000000	-49957.66177926668	-47378.17219308897	-2579.4895861777077	-47378.17219308897	2.0756961715267825E8	9.855764133303634E8	0.12942620274711145	3.8728725052105095	0.34912919140826876	0.12942620274711145	1.1700167064787288	0.34912919140826876	123143	15	0.9859644103092927	0.4596335112108907	1	1	0.4596335112108907	0.9859644103092927	0	0.1989165961828804	0.06254002225419095	0.1858463089774304	0.5526970725855079	1.0	-2570.6887500031107	1.2638075906041105E-7
60500000	-49941.51053777855	-47365.52455515022	-2575.9859826283296	-47365.52455515022	2.095619475211262E8	9.855093365310913E8	0.18351485172961904	3.82744570053271	0.34750804541545655	0.18351485172961904	1.1105085051771333	0.34750804541545655	123143	15	0.8530058270222103	0.43358965915072345	1	1	0.43358965915072345	0.8530058270222103	0	0.19970835405585577	0.0603685058646304	0.18580036276866052	0.5541227773108633	1.0	-2567.4444442520225	1.5643766886412433E-7
61000000	-49938.61669652512	-47363.63603810606	-2574.980658419062	-47363.63603810606	2.1108037199097118E8	9.757829237910879E8	0.14515726064389306	3.897921254051953	0.34658191429989244	0.14515726064389306	1.1186003960604718	0.34658191429989244	123143	15	0.9972656275703154	0.4650767830205577	1	1	0.4650767830205577	0.9972656275703154	0	0.19692032537581194	0.06498763572240902	0.18789874436864287	0.5501932945331459	1.0	-2566.137091420218	1.664125431158915E-7
61500000	-49941.132399353664	-47366.71221569989	-2574.4201836537763	-47366.71221569989	2.032332717951124E8	9.711955712327374E8	0.11418357909885736	3.8676451478115093	0.3507146084142887	0.11418357909885736	1.2025584771622004	0.3507146084142887	123143	15	1.2076053692303428	0.49179537803879875	1	1	0.49179537803879875	1.2076053692303428	0	0.1973778182347975	0.05939104001768597	0.1842761342491185	0.5589550074984081	1.0	-2565.2160558697706	1.6143256481917617E-7
