label,x,y,plot_type,plot_num
AUS,0.0,2115.392325745264,path,0
AUS,4.0,2115.392325745264,path,0
AUS,4.674405184701767,2115.392325745264,path,0
AUS,5.4625159576917,2115.392325745264,path,0
AUS,6.383503228537554,2115.392325745264,path,0
AUS,7.4597701470091025,2115.392325745264,path,0
AUS,8.71749706296572,2115.392325745264,path,0
AUS,10.187278367187345,2115.392325745264,path,0
AUS,11.904866704395168,2115.392325745264,path,0
AUS,13.912042661552052,2115.392325745264,path,0
AUS,16.257631086737785,2115.392325745264,path,0
AUS,18.99868876070395,2686.1142222195517,path,0
AUS,22.20189231139243,2686.1142222195517,path,0
AUS,25.945160132640797,2686.1142222195517,path,0
AUS,30.31954776048346,2686.1142222195517,path,0
AUS,35.431462812354184,2686.1142222195517,path,0
AUS,41.405253367909104,2686.1142222195517,path,0
AUS,48.38623275421121,2686.1142222195517,path,0
AUS,56.54421431361783,2686.1142222195517,path,0
AUS,66.07764213811575,2686.1142222195517,path,0
AUS,77.21841825081921,2686.1142222195517,path,0
AUS,90.2375436565247,3486.572346030205,path,0
AUS,105.45171048070277,3486.572346030205,path,0
AUS,123.23100555166681,3486.572346030205,path,0
AUS,144.00791281668103,3486.572346030205,path,0
AUS,168.28783357709347,3486.572346030205,path,0
AUS,196.66138044874864,3486.572346030205,path,0
AUS,229.81874410005958,3486.572346030205,path,0
AUS,268.5664822407418,3486.572346030205,path,0
AUS,313.84713925580957,3486.572346030205,path,0
AUS,366.7621737352938,3486.572346030205,path,0
AUS,428.5987516151873,4431.227444794094,path,0
AUS,500.86105667668414,4431.227444794094,path,0
AUS,585.306880036175,5202.218175634801,path,0
AUS,683.9903786706786,5202.218175634801,path,0
AUS,799.3120430860862,5202.218175634801,path,0
AUS,934.0770895990419,5202.218175634801,path,0
AUS,1091.5636976332244,4363.506380256216,path,0
AUS,1275.6027519122454,4363.506380256216,path,0
AUS,1490.6710292896119,4363.506380256216,path,0
AUS,1742.0000969990203,2366.3540082673862,path,0
AUS,2035.7035712908025,2366.3540082673862,path,0
AUS,2378.9258320394074,2366.3540082673862,path,0
AUS,2780.015810826496,1543.6601010214742,path,0
AUS,3248.7300799200675,1543.6601010214742,path,0
AUS,3796.4701823187374,1543.6601010214742,path,0
AUS,4436.559975949097,1543.6601010214742,path,0
AUS,5184.569738454201,1543.6601010214742,path,0
AUS,6058.694916469556,35997.176127820436,path,0
AUS,7080.198732517883,35997.176127820436,path,0
AUS,8273.929416000126,35997.176127820436,path,0
AUS,9668.924640001873,35997.176127820436,path,0
AUS,11299.117866928855,35997.176127820436,path,0
AUS,13204.163784932165,35997.176127820436,path,0
AUS,15430.402913984553,35997.176127820436,path,0
AUS,18031.988845791682,35997.176127820436,path,0
AUS,21072.205537813286,35997.176127820436,path,0
AUS,24625.006704763928,35997.176127820436,path,0
AUS,28776.8147535161,35997.176127820436,path,0
AUS,33628.62302075949,35997.176127820436,path,0
AUS,39298.452450654884,35997.176127820436,path,0
AUS,45924.2224715243,35997.176127820436,path,0
AUS,53667.105906072655,35997.176127820436,path,0
AUS,62715.4495238212,35997.176127820436,path,0
AUS,73289.35560376309,35997.176127820436,path,0
AUS,85646.03595442043,35997.176127820436,path,0
AUS,100086.06862862418,35997.176127820436,path,0
AUS,116960.70952851468,67457.41759521712,path,0
AUS,136680.4367566216,67457.41759521712,path,0
AUS,159724.93555561348,67457.41759521712,path,0
AUS,186654.7667218288,67457.41759521712,path,0
AUS,218125.0023284543,67457.41759521712,path,0
AUS,254901.16044930293,67457.41759521712,path,0
AUS,297877.82649767963,68589.8801250136,path,0
AUS,348100.4141471125,68589.8801250136,path,0
AUS,406790.59517152375,68589.8801250136,path,0
AUS,475376.016789422,68589.8801250136,path,0
AUS,555525.0293908382,68589.8801250136,path,0
AUS,649187.2694040339,73393.94077141145,path,0
AUS,758641.0844861497,73393.94077141145,path,0
AUS,886548.9546624575,73393.94077141145,path,0
AUS,1036022.2575415327,73393.94077141145,path,0
AUS,1210696.9530296426,73393.94077141145,path,0
AUS,1414822.028586098,73393.94077141145,path,0
AUS,1653362.8564632854,73393.94077141145,path,0
AUS,1932121.9771113263,73393.94077141145,path,0
AUS,2257880.2468213527,73393.94077141145,path,0
AUS,2638561.783044365,73393.94077141145,path,0
AUS,3083426.7197046294,73393.94077141145,path,0
AUS,3603296.46130882,73393.94077141145,path,0
AUS,4210816.91518987,73393.94077141145,path,0
AUS,4920766.105048366,73393.94077141145,path,0
AUS,5750413.648535701,73393.94077141145,path,0
AUS,6719940.843223771,73393.94077141145,path,0
AUS,7852931.5796136055,73393.94077141145,path,0
AUS,9176946.02271352,73393.94077141145,path,0
AUS,10724191.017075082,73393.94077141145,path,0
AUS,12532303.52298697,73393.94077141145,path,0
AUS,14645266.141026657,73393.94077141145,path,0
AUS,17114476.995238062,73393.94077141145,path,0
AUS,20000000.0,78232.83720797065,path,0
