label,x,y,plot_type,plot_num
USA,0.0,459.7158079696161,path,0
USA,4.0,459.7158079696161,path,0
USA,4.674405184701767,459.7158079696161,path,0
USA,5.4625159576917,459.7158079696161,path,0
USA,6.383503228537554,459.7158079696161,path,0
USA,7.4597701470091025,459.7158079696161,path,0
USA,8.71749706296572,559.0554350564106,path,0
USA,10.187278367187345,559.0554350564106,path,0
USA,11.904866704395168,559.0554350564106,path,0
USA,13.912042661552052,559.0554350564106,path,0
USA,16.257631086737785,646.6046096825477,path,0
USA,18.99868876070395,646.6046096825477,path,0
USA,22.20189231139243,646.6046096825477,path,0
USA,25.945160132640797,646.6046096825477,path,0
USA,30.31954776048346,742.812944723797,path,0
USA,35.431462812354184,742.812944723797,path,0
USA,41.405253367909104,742.812944723797,path,0
USA,48.38623275421121,742.812944723797,path,0
USA,56.54421431361783,931.5757628746991,path,0
USA,66.07764213811575,931.5757628746991,path,0
USA,77.21841825081921,931.5757628746991,path,0
USA,90.2375436565247,931.5757628746991,path,0
USA,105.45171048070277,1377.252398314713,path,0
USA,123.23100555166681,1377.252398314713,path,0
USA,144.00791281668103,1377.252398314713,path,0
USA,168.28783357709347,1377.252398314713,path,0
USA,196.66138044874864,1377.252398314713,path,0
USA,229.81874410005958,2428.296939873721,path,0
USA,268.5664822407418,2428.296939873721,path,0
USA,313.84713925580957,2428.296939873721,path,0
USA,366.7621737352938,2428.296939873721,path,0
USA,428.5987516151873,4644.605705928024,path,0
USA,500.86105667668414,4644.605705928024,path,0
USA,585.306880036175,4644.605705928024,path,0
USA,683.9903786706786,4644.605705928024,path,0
USA,799.3120430860862,8484.809415141677,path,0
USA,934.0770895990419,8484.809415141677,path,0
USA,1091.5636976332244,8484.809415141677,path,0
USA,1275.6027519122454,8484.809415141677,path,0
USA,1490.6710292896119,13146.996155377778,path,0
USA,1742.0000969990203,13146.996155377778,path,0
USA,2035.7035712908025,13146.996155377778,path,0
USA,2378.9258320394074,13146.996155377778,path,0
USA,2780.015810826496,16155.921230659626,path,0
USA,3248.7300799200675,16155.921230659626,path,0
USA,3796.4701823187374,16155.921230659626,path,0
USA,4436.559975949097,16155.921230659626,path,0
USA,5184.569738454201,15873.399591775891,path,0
USA,6058.694916469556,15873.399591775891,path,0
USA,7080.198732517883,15873.399591775891,path,0
USA,8273.929416000126,15873.399591775891,path,0
USA,9668.924640001873,16683.203003510273,path,0
USA,11299.117866928855,16683.203003510273,path,0
USA,13204.163784932165,41800.575770240175,path,0
USA,15430.402913984553,41800.575770240175,path,0
USA,18031.988845791682,41800.575770240175,path,0
USA,21072.205537813286,41800.575770240175,path,0
USA,24625.006704763928,41800.575770240175,path,0
USA,28776.8147535161,41800.575770240175,path,0
USA,33628.62302075949,41800.575770240175,path,0
USA,39298.452450654884,62077.44640898287,path,0
USA,45924.2224715243,62077.44640898287,path,0
USA,53667.105906072655,62077.44640898287,path,0
USA,62715.4495238212,62077.44640898287,path,0
USA,73289.35560376309,57131.1191293138,path,0
USA,85646.03595442043,57131.1191293138,path,0
USA,100086.06862862418,57131.1191293138,path,0
USA,116960.70952851468,57131.1191293138,path,0
USA,136680.4367566216,57131.1191293138,path,0
USA,159724.93555561348,36561.9936096823,path,0
USA,186654.7667218288,36561.9936096823,path,0
USA,218125.0023284543,73638.38833536692,path,0
USA,254901.16044930293,73638.38833536692,path,0
USA,297877.82649767963,73638.38833536692,path,0
USA,348100.4141471125,73437.66417992838,path,0
USA,406790.59517152375,73437.66417992838,path,0
USA,475376.016789422,73437.66417992838,path,0
USA,555525.0293908382,73437.66417992838,path,0
USA,649187.2694040339,73437.66417992838,path,0
USA,758641.0844861497,50078.95241893491,path,0
USA,886548.9546624575,50078.95241893491,path,0
USA,1036022.2575415327,50078.95241893491,path,0
USA,1210696.9530296426,50078.95241893491,path,0
USA,1414822.028586098,50078.95241893491,path,0
USA,1653362.8564632854,50078.95241893491,path,0
USA,1932121.9771113263,50078.95241893491,path,0
USA,2257880.2468213527,50078.95241893491,path,0
USA,2638561.783044365,50078.95241893491,path,0
USA,3083426.7197046294,50078.95241893491,path,0
USA,3603296.46130882,50078.95241893491,path,0
USA,4210816.91518987,50078.95241893491,path,0
USA,4920766.105048366,50078.95241893491,path,0
USA,5750413.648535701,50078.95241893491,path,0
USA,6719940.843223771,50078.95241893491,path,0
USA,7852931.5796136055,50078.95241893491,path,0
USA,9176946.02271352,50078.95241893491,path,0
USA,10724191.017075082,50078.95241893491,path,0
USA,12532303.52298697,50078.95241893491,path,0
USA,14645266.141026657,50078.95241893491,path,0
USA,17114476.995238062,50078.95241893491,path,0
USA,20000000.0,34551.54237545272,path,0
