#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="BirthDeath.t:Mito_align_cleaned_outgroups" spec="beast.base.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:Mito_align_cleaned_outgroups" lower="0.0" name="relativeDeathRate" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:Mito_align_cleaned_outgroups" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:Mito_align_cleaned_outgroups" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.Mito_align_cleaned_outgroups" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:Mito_align_cleaned_outgroups" name="distribution" x="@BDBirthRate.t:Mito_align_cleaned_outgroups">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:Mito_align_cleaned_outgroups" name="distribution" x="@BDDeathRate.t:Mito_align_cleaned_outgroups">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <distribution id="BMT_PropInvariablePrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasInvariableSites.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_ProportionInvariable.s:Mito_align_cleaned_outgroups" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1</parameter>
#            <Beta id="Beta.0" name="distr">
#                <alpha id="Function$Constant.2" spec="beast.base.core.Function$Constant" value="1.0"/>
#                <beta id="Function$Constant.3" spec="beast.base.core.Function$Constant" value="4.0"/>
#            </Beta>
#        </distribution>
#        <distribution id="BMT_RatesPrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.NucleotideRevJumpSubstModelRatePrior">
#            <modelIndicator id="BMT_ModelIndicator.s:Mito_align_cleaned_outgroups" lower="0" spec="beast.base.inference.parameter.IntegerParameter" upper="5">5</modelIndicator>
#            <substModel id="RevJump.s:Mito_align_cleaned_outgroups" modelIndicator="@BMT_ModelIndicator.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.substitutionmodel.NucleotideRevJumpSubstModel">
#                <parameter dimension="6" id="BMT_Rates.s:Mito_align_cleaned_outgroups" lower="0.01" name="rates" spec="beast.base.inference.parameter.RealParameter" upper="100.0">1.0</parameter>
#                <frequencies empirical="false" id="BMTfreqs.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.substitutionmodel.ModelFrequencies">
#                    <hasEqualFreqs id="hasEqualFreqs.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.BooleanParameter">false</hasEqualFreqs>
#                    <parameter dimension="4" id="BMT_frequencies.s:Mito_align_cleaned_outgroups" name="frequencies" spec="beast.base.inference.parameter.RealParameter">0.25 0.25 0.25 0.25</parameter>
#                </frequencies>
#            </substModel>
#            <parameter idref="BMT_Rates.s:Mito_align_cleaned_outgroups" name="x"/>
#            <Exponential id="BMT_RatesPrior.s:Mito_align_cleaned_outgroupsx" name="distr"/>
#        </distribution>
#        <prior id="BMT_freqsPrior.s:Mito_align_cleaned_outgroups" name="distribution" x="@BMT_frequencies.s:Mito_align_cleaned_outgroups">
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <alpha id="Function$Constant.4" spec="beast.base.core.Function$Constant" value="1.0 1.0 1.0 1.0"/>
#            </distr>
#        </prior>
#        <distribution id="BMT_GammaShapePrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasGammaRates.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_gammaShape.s:Mito_align_cleaned_outgroups" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" lower="0.0" name="mean" spec="beast.base.inference.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Mito_align_cleaned_outgroups" id="treeLikelihood.Mito_align_cleaned_outgroups" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Mito_align_cleaned_outgroups">
#            <siteModel gammaCategoryCount="4" hasGammaRates="@hasGammaRates.s:Mito_align_cleaned_outgroups" hasInvariantSites="@hasInvariableSites.s:Mito_align_cleaned_outgroups" id="BEASTModelTest.s:Mito_align_cleaned_outgroups" proportionInvariant="@BMT_ProportionInvariable.s:Mito_align_cleaned_outgroups" shape="@BMT_gammaShape.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.sitemodel.BEASTModelTestSiteModel" substModel="@RevJump.s:Mito_align_cleaned_outgroups">
#                <parameter id="BMT_mutationRate.s:Mito_align_cleaned_outgroups" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Mito_align_cleaned_outgroups" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Mito_align_cleaned_outgroups" lower="2.48E-9" name="clock.rate" spec="beast.base.inference.parameter.RealParameter" upper="3.67E-9">3.07E-9</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	rateAC	rateAG	rateAT	rateCG	rateCT	rateGT	substmodel	BMT_ModelIndicator	BMT_gammaShape	BMT_ProportionInvariable	hasGammaRates	hasInvariableSites	ActivePropInvariable	ActiveGammaShape	hasEqualFreqs	BMT_frequencies.1	BMT_frequencies.2	BMT_frequencies.3	BMT_frequencies.4	BMT_mutationRate	BirthDeath	BDBirthRate	BDDeathRate
0	-980728.0334504145	-980801.7661215349	73.73267112035481	-980801.7661215349	1.249197823946607	10.53080961325856	1.0	1.0	1.0	1.0	1.0	1.0	121321	5	1.0	0.1	1	1	0.1	1.0	0	0.25	0.25	0.25	0.25	1.0	82.24053620048136	1.0	0.5
100000	-49718.63715866731	-47610.67486335207	-2107.96229531524	-47610.67486335207	5.7108125144755654E7	2.612116230477872E8	0.14304489291909825	3.6030334351369406	0.37021348933073434	0.14304489291909825	1.3704498003633916	0.37021348933073434	123143	15	1.1938001431431078	0.5029442940590131	1	1	0.5029442940590131	1.1938001431431078	0	0.22785556031605028	0.0592980416908383	0.2128335387102901	0.5000128592828214	1.0	-2096.371798174932	3.072659035645276E-7	0.9394630065970214
200000	-49519.96154747675	-47497.59199734952	-2022.3695501272334	-47497.59199734952	5.689408965702662E7	2.6153659577360678E8	0.10448717122234875	3.8547564944531847	0.3767090125656956	0.10448717122234875	1.2788028751178275	0.28075727541859197	123145	16	1.0793820501146563	0.4962996540140684	1	1	0.4962996540140684	1.0793820501146563	0	0.1750000573351726	0.0592980416908383	0.2128335387102901	0.5528683622636991	1.0	-2010.6407888377644	1.4672344103289815E-7	0.9881391760618683
300000	-49400.59836245848	-47394.92054430549	-2005.6778181529914	-47394.92054430549	5.20463517807412E7	2.4104774064553714E8	0.1313193844154085	3.8356370841522196	0.34192635000311233	0.1313193844154085	1.217871447010736	0.34192635000311233	123143	15	1.3097133931865197	0.5095235464687895	1	1	0.5095235464687895	1.3097133931865197	0	0.20084041191805357	0.0592980416908383	0.1834638575096426	0.5563976888814656	1.0	-1993.95819267813	1.8566282954517862E-7	0.9881391760618683
400000	-49358.32204763982	-47344.96776415484	-2013.3542834849816	-47344.96776415484	5.51114857069309E7	2.546204991375561E8	0.13375374279421684	3.812384711194558	0.3223438936296014	0.13375374279421684	1.275420015957803	0.3223438936296014	123143	15	0.8652621655183883	0.461233440967419	1	1	0.461233440967419	0.8652621655183883	0	0.20084041191805357	0.0592980416908383	0.18628610400696669	0.5535754423841415	1.0	-2002.3622534612582	1.4322855084825095E-7	0.9881391760618683
500000	-49339.64734167551	-47338.81756021547	-2000.8297814600344	-47338.81756021547	5.314295669403617E7	2.4258500951752222E8	0.12833453194006478	3.7404523288494165	0.34947165430809096	0.12833453194006478	1.3073259457488904	0.34608100721347235	123145	16	1.0580816503424768	0.503916692623916	1	1	0.503916692623916	1.0580816503424768	0	0.20084041191805357	0.0592980416908383	0.18628610400696669	0.5535754423841415	1.0	-1989.0396454614645	1.5193823809893912E-7	0.9881391760618683
600000	-49355.65080631793	-47341.07655461432	-2014.5742517036067	-47341.07655461432	5.415397460101895E7	2.5181536568516737E8	0.12932604746399914	3.8749006987433745	0.35040485921665804	0.12932604746399914	1.1656374878953122	0.35040485921665804	123143	15	0.7087104648629693	0.4453142366339644	1	1	0.4453142366339644	0.7087104648629693	0	0.20084041191805357	0.0592980416908383	0.18628610400696669	0.5535754423841415	1.0	-2003.8264514104962	1.4700165215441825E-7	0.988301281736688
700000	-49318.39285629881	-47331.47457771901	-1986.9182785797952	-47331.47457771901	5.268589116804628E7	2.44003163877051E8	0.15181275367588754	3.856390222427892	0.3350583052279317	0.15181275367588754	1.1698676597644697	0.3350583052279317	123143	15	0.8078902538176342	0.45059089286735304	1	1	0.45059089286735304	0.8078902538176342	0	0.19349387515720673	0.0592980416908383	0.18628610400696669	0.5609219791449883	1.0	-1976.039687075694	1.5748909715214133E-7	0.9937026978725735
800000	-49361.355264019585	-47357.6980574351	-2003.6572065844882	-47357.6980574351	5.6801767340495825E7	2.6207657046510488E8	0.14955168579180375	3.849143615358489	0.31167115386237865	0.14955168579180375	1.2284107053331426	0.31167115386237865	123143	15	0.9487526494302053	0.4821963500139473	1	1	0.4821963500139473	0.9487526494302053	0	0.19349387515720673	0.0592980416908383	0.18628610400696669	0.5609219791449883	1.0	-1992.4647148399577	1.2348352645554422E-7	0.9937026978725735
900000	-49358.90100005687	-47355.76124260358	-2003.1397574532891	-47355.76124260358	5.5484916699346706E7	2.5706536604494432E8	0.14626443964262578	3.9729322752083074	0.3295875692911977	0.14626443964262578	1.07536370692404	0.3295875692911977	123143	15	0.8737773701108333	0.47085568524761806	1	1	0.47085568524761806	0.8737773701108333	0	0.19349387515720673	0.0592980416908383	0.18628610400696669	0.5609219791449883	1.0	-1992.0933416374078	1.3711158759090758E-7	0.9937026978725735
1000000	-49338.535844293176	-47346.04189373199	-1992.4939505611842	-47346.04189373199	5.625828077672698E7	2.6006935879717818E8	0.13514951530890448	3.8132354901562406	0.3208105741072682	0.13514951530890448	1.274844331011412	0.3208105741072682	123143	15	0.9877737911604628	0.4893528011359441	1	1	0.4893528011359441	0.9877737911604628	0	0.19349387515720673	0.0592980416908383	0.18628610400696669	0.5609219791449883	1.0	-1981.2186974419585	7.856987389513667E-8	0.9953449850077977
1100000	-49347.581551003066	-47351.41372134241	-1996.1678296606567	-47351.41372134241	5.6784782232349135E7	2.572457640289964E8	0.14742925694081188	3.9309239067942867	0.313070891990493	0.14742925694081188	1.1480757953431016	0.313070891990493	123143	15	1.1155613965505684	0.5030096678717502	1	1	0.5030096678717502	1.1155613965505684	0	0.19349387515720673	0.0592980416908383	0.18628610400696669	0.5609219791449883	1.0	-1984.692118777958	8.998360962145282E-8	0.9953449850077977
1200000	-49359.869284294495	-47368.61535760973	-1991.253926684767	-47368.61535760973	5.2712018875263944E7	2.4382844954926887E8	0.15820268632108653	3.7877953218678253	0.3371864073214382	0.15820268632108653	1.221426490847125	0.3371864073214382	123143	15	0.9501798441615779	0.45896375233678277	1	1	0.45896375233678277	0.9501798441615779	0	0.19349387515720673	0.0592980416908383	0.18628610400696669	0.5609219791449883	1.0	-1980.1798656739631	1.0995462030121922E-7	0.9954014389220521
