label,x,y,plot_type,plot_num
JACKAL,0.0,483374.8988928506,path,0
JACKAL,2.0,483374.8988928506,path,0
JACKAL,2.3372025923508835,483374.8988928506,path,0
JACKAL,2.73125797884585,483374.8988928506,path,0
JACKAL,3.191751614268777,483374.8988928506,path,0
JACKAL,3.7298850735045512,483374.8988928506,path,0
JACKAL,4.35874853148286,483374.8988928506,path,0
JACKAL,5.093639183593672,483374.8988928506,path,0
JACKAL,5.952433352197584,483374.8988928506,path,0
JACKAL,6.956021330776026,483374.8988928506,path,0
JACKAL,8.128815543368892,483374.8988928506,path,0
JACKAL,9.499344380351975,359937.72163679876,path,0
JACKAL,11.100946155696215,359937.72163679876,path,0
JACKAL,12.972580066320399,359937.72163679876,path,0
JACKAL,15.15977388024173,359937.72163679876,path,0
JACKAL,17.715731406177092,359937.72163679876,path,0
JACKAL,20.702626683954552,359937.72163679876,path,0
JACKAL,24.193116377105603,359937.72163679876,path,0
JACKAL,28.272107156808914,359937.72163679876,path,0
JACKAL,33.038821069057875,359937.72163679876,path,0
JACKAL,38.609209125409606,269263.18541696796,path,0
JACKAL,45.11877182826235,269263.18541696796,path,0
JACKAL,52.725855240351386,269263.18541696796,path,0
JACKAL,61.615502775833406,269263.18541696796,path,0
JACKAL,72.00395640834051,269263.18541696796,path,0
JACKAL,84.14391678854673,269263.18541696796,path,0
JACKAL,98.33069022437432,269263.18541696796,path,0
JACKAL,114.90937205002979,269263.18541696796,path,0
JACKAL,134.2832411203709,269263.18541696796,path,0
JACKAL,156.92356962790478,175092.1761072732,path,0
JACKAL,183.3810868676469,175092.1761072732,path,0
JACKAL,214.29937580759366,175092.1761072732,path,0
JACKAL,250.43052833834207,175092.1761072732,path,0
JACKAL,292.6534400180875,175092.1761072732,path,0
JACKAL,341.9951893353393,85096.04810154231,path,0
JACKAL,399.6560215430431,85096.04810154231,path,0
JACKAL,467.03854479952093,85096.04810154231,path,0
JACKAL,545.7818488166122,28035.214189846174,path,0
JACKAL,637.8013759561227,28035.214189846174,path,0
JACKAL,745.3355146448059,28035.214189846174,path,0
JACKAL,871.0000484995102,28035.214189846174,path,0
JACKAL,1017.8517856454013,7089.644810551181,path,0
JACKAL,1189.4629160197037,7089.644810551181,path,0
JACKAL,1390.007905413248,7089.644810551181,path,0
JACKAL,1624.3650399600338,2368.1391869673125,path,0
JACKAL,1898.2350911593687,2368.1391869673125,path,0
JACKAL,2218.2799879745485,2368.1391869673125,path,0
JACKAL,2592.2848692271004,1231.8964107318254,path,0
JACKAL,3029.347458234778,1231.8964107318254,path,0
JACKAL,3540.0993662589417,1231.8964107318254,path,0
JACKAL,4136.964708000063,29550.053473254673,path,0
JACKAL,4834.462320000936,29550.053473254673,path,0
JACKAL,5649.558933464427,29550.053473254673,path,0
JACKAL,6602.0818924660825,29550.053473254673,path,0
JACKAL,7715.201456992277,29550.053473254673,path,0
JACKAL,9015.994422895841,29550.053473254673,path,0
JACKAL,10536.102768906643,29550.053473254673,path,0
JACKAL,12312.503352381964,29550.053473254673,path,0
JACKAL,14388.40737675805,29550.053473254673,path,0
JACKAL,16814.311510379746,29550.053473254673,path,0
JACKAL,19649.226225327442,29550.053473254673,path,0
JACKAL,22962.11123576215,29550.053473254673,path,0
JACKAL,26833.552953036327,29550.053473254673,path,0
JACKAL,31357.7247619106,29550.053473254673,path,0
JACKAL,36644.677801881546,29550.053473254673,path,0
JACKAL,42823.01797721021,29550.053473254673,path,0
JACKAL,50043.03431431209,29550.053473254673,path,0
JACKAL,58480.35476425734,29550.053473254673,path,0
JACKAL,68340.2183783108,29550.053473254673,path,0
JACKAL,79862.46777780674,66343.85602475233,path,0
JACKAL,93327.3833609144,66343.85602475233,path,0
JACKAL,109062.50116422716,66343.85602475233,path,0
JACKAL,127450.58022465146,66343.85602475233,path,0
JACKAL,148938.91324883982,66343.85602475233,path,0
JACKAL,174050.20707355626,66343.85602475233,path,0
JACKAL,203395.29758576187,66343.85602475233,path,0
JACKAL,237688.008394711,88518.25440626721,path,0
JACKAL,277762.5146954191,88518.25440626721,path,0
JACKAL,324593.63470201695,88518.25440626721,path,0
JACKAL,379320.54224307486,88518.25440626721,path,0
JACKAL,443274.4773312287,88518.25440626721,path,0
JACKAL,518011.1287707664,88518.25440626721,path,0
JACKAL,605348.4765148213,88518.25440626721,path,0
JACKAL,707411.014293049,88518.25440626721,path,0
JACKAL,826681.4282316427,88518.25440626721,path,0
JACKAL,966060.9885556631,88518.25440626721,path,0
JACKAL,1128940.1234106764,88518.25440626721,path,0
JACKAL,1319280.8915221824,88518.25440626721,path,0
JACKAL,1541713.3598523147,88518.25440626721,path,0
JACKAL,1801648.23065441,88518.25440626721,path,0
JACKAL,2105408.457594935,88518.25440626721,path,0
JACKAL,2460383.052524183,88518.25440626721,path,0
JACKAL,2875206.8242678507,88518.25440626721,path,0
JACKAL,3359970.4216118855,88518.25440626721,path,0
JACKAL,3926465.7898068028,88518.25440626721,path,0
JACKAL,4588473.01135676,88518.25440626721,path,0
JACKAL,5362095.508537541,88518.25440626721,path,0
JACKAL,6266151.761493485,88518.25440626721,path,0
JACKAL,7322633.070513329,88518.25440626721,path,0
JACKAL,8557238.497619031,88518.25440626721,path,0
JACKAL,10000000.0,119620.12751495586,path,0
